model,short_model,station,forecast_datetime_gmt,datetime,tz_offset,CIG,CLD,DPT,Max_Temperature,Min_Temperature,OBV,P06,P12,P24,POS,POZ,PRS,PSN,PZP,Q06,Q12,Q24,SNW,T06,T12,T24,TMP,TYP,VIS,WDR,WND,WSP
GFSX MOS GUIDANCE,GFSX,KSMQ,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,41,62,43,,,47,56,,,4,0,6,,,,0,,5,8,47,R,,,5,
GFSX MOS GUIDANCE,GFSX,KSMQ,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,38,62,42,,,34,56,,,1,8,1,,,,,,7,21,54,R,,,5,
GFSX MOS GUIDANCE,GFSX,KSMQ,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,PC,38,62,42,,,27,,,,3,6,1,,,,,,5,21,45,R,,,9,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,CL,10,,26,,,1,1,,,15,69,0,,0,0,,,3,,28,S,,,8,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,CL,19,42,27,,,0,1,,,5,82,0,,0,0,0,,5,5,35,S,,,7,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,21,42,27,,,8,90,,,4,90,3,,0,2,0,,4,5,31,S,,,6,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,37,41,37,,,90,90,,,28,36,0,,2,2,1,,3,3,39,RS,,,8,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,37,41,37,,,88,89,,,5,4,3,,3,3,1,,0,3,39,R,,,6,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,38,51,37,,,15,89,,,0,1,0,,0,3,0,,1,1,45,R,,,5,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,35,51,37,,,40,76,,,2,3,0,,1,4,0,,0,1,38,R,,,5,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,OV,35,46,38,,,74,76,,,6,2,1,,3,4,0,,3,3,42,R,,,13,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,OV,36,46,38,,,39,39,,,5,3,0,,1,1,0,,0,3,40,R,,,11,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,OV,36,53,43,,,5,39,,,2,4,1,,0,1,0,,1,1,46,R,,,8,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,41,53,43,,,44,47,,,3,4,1,,1,1,0,,1,1,45,R,,,5,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,37,54,41,,,18,47,,,2,8,0,,0,1,0,,1,8,47,R,,,7,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,37,54,41,,,35,47,,,5,0,5,,,,0,,1,8,44,R,,,7,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,34,49,40,,,29,47,,,3,9,2,,,,,,2,14,43,R,,,12,
GFSX MOS GUIDANCE,GFSX,KSNC,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,PC,36,49,40,,,31,,,,5,12,1,,,,,,2,14,43,R,,,11,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,CL,15,,22,,,4,4,,,10,80,0,,0,0,,,2,,24,S,,,7,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,CL,21,47,29,,,0,4,,,3,89,0,,0,0,0,,5,5,39,S,,,8,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,26,47,29,,,33,92,,,9,86,0,,0,3,0,,5,5,31,S,,,9,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,35,42,32,,,92,92,,,24,39,3,,3,3,1,,4,4,40,RS,,,9,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,35,42,32,,,87,89,,,4,4,4,,3,3,1,,0,4,35,R,,,8,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,39,51,38,,,19,89,,,0,1,0,,0,3,0,,3,5,45,R,,,6,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,37,51,38,,,70,76,,,2,2,0,,2,4,0,,1,5,40,R,,,10,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,OV,38,47,37,,,74,76,,,4,1,1,,3,4,0,,4,4,43,R,,,12,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,OV,37,47,37,,,43,43,,,5,3,1,,1,1,0,,2,4,39,R,,,6,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,OV,41,57,44,,,7,43,,,2,5,2,,0,1,0,,0,2,51,R,,,8,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,42,57,44,,,49,49,,,3,3,2,,1,1,0,,2,2,48,R,,,6,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,34,52,39,,,15,49,,,3,7,1,,0,1,0,,1,5,44,R,,,12,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,PC,38,52,39,,,37,54,,,5,0,6,,,,0,,1,5,43,R,,,7,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,38,57,39,,,30,54,,,2,9,2,,,,,,2,14,49,R,,,8,
GFSX MOS GUIDANCE,GFSX,KSWF,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,CL,35,57,39,,,32,,,,6,13,1,,,,,,4,14,40,R,,,13,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,CL,9,,14,,,0,0,,,0,96,4,,0,0,,,2,,17,S,,,6,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,CL,13,44,28,,,0,0,,,0,97,3,,0,0,0,,4,4,35,S,,,8,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,25,44,28,,,45,91,,,15,82,4,,1,2,0,,3,4,35,S,,,16,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,34,42,34,,,91,91,,,26,31,7,,2,2,0,,4,4,38,RS,,,17,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,34,42,34,,,53,53,,,15,6,3,,1,1,0,,1,4,35,R,,,6,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,31,46,36,,,10,53,,,14,1,0,,0,1,0,,1,3,40,R,,,4,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,35,46,36,,,59,75,,,7,4,1,,1,4,0,,2,3,40,R,,,9,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,OV,37,48,37,,,75,75,,,10,4,1,,4,4,0,,3,3,42,R,,,10,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,OV,38,48,37,,,32,32,,,4,8,0,,0,0,0,,1,3,40,R,,,5,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,OV,36,55,42,,,21,32,,,3,6,2,,0,0,0,,1,5,47,R,,,10,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,37,55,42,,,42,50,,,9,10,2,,1,1,0,,2,5,44,R,,,12,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,29,50,34,,,24,50,,,18,13,6,,0,1,0,,0,1,42,R,,,8,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,33,50,34,,,36,54,,,15,0,12,,,,0,,1,1,39,R,,,16,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,30,50,31,,,39,54,,,8,11,7,,,,,,2,7,42,R,,,16,
GFSX MOS GUIDANCE,GFSX,KSYR,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,OV,28,50,31,,,36,,,,17,21,4,,,,,,2,7,35,R,,,10,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,PC,12,,18,,,0,0,,,13,72,0,,0,0,,,3,,24,S,,,3,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,CL,13,46,17,,,0,0,,,3,92,0,,0,0,0,,5,5,30,S,,,6,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,17,46,17,,,0,57,,,0,95,5,,0,1,0,,4,5,25,S,,,3,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,35,47,36,,,57,57,,,17,46,1,,1,1,0,,3,3,41,RS,,,8,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,35,47,36,,,86,86,,,10,6,5,,3,3,0,,0,3,41,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,35,50,34,,,15,86,,,9,0,0,,0,3,0,,1,1,42,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,33,50,34,,,14,74,,,8,1,1,,0,3,0,,0,1,38,R,,,3,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,OV,35,46,34,,,73,74,,,14,2,0,,3,3,0,,2,2,40,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,OV,36,46,34,,,52,55,,,7,4,1,,3,2,0,,0,2,40,R,,,10,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,OV,36,53,34,,,9,55,,,1,5,1,,0,2,0,,2,2,43,R,,,10,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,38,53,34,,,36,45,,,3,5,0,,1,1,0,,1,2,42,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,PC,39,61,38,,,30,45,,,2,9,0,,1,1,0,,1,7,49,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,37,61,38,,,26,45,,,5,0,4,,,,0,,0,7,42,R,,,3,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,32,51,33,,,38,45,,,3,9,2,,,,,,1,1,42,R,,,12,
GFSX MOS GUIDANCE,GFSX,KTAN,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,PC,32,51,33,,,31,,,,5,14,0,,,,,,1,1,40,R,,,12,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,CL,17,,22,,,0,25,,,0,96,1,,0,0,,,3,,24,S,,,6,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,26,44,32,,,17,25,,,4,92,1,,0,0,0,,5,5,40,S,,,10,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,31,44,32,,,93,93,,,13,25,9,,2,2,0,,3,5,37,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,35,47,34,,,49,93,,,6,4,0,,1,2,0,,1,2,42,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,34,47,34,,,11,26,,,8,0,1,,0,0,0,,1,2,36,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,37,49,38,,,26,26,,,3,0,0,,0,0,0,,1,3,45,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,37,49,38,,,76,76,,,7,3,1,,3,3,0,,1,3,41,R,,,10,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,CL,40,56,43,,,17,76,,,4,3,0,,0,3,0,,2,2,49,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,CL,40,56,43,,,17,30,,,4,7,1,,0,0,0,,1,2,46,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,OV,41,58,38,,,30,30,,,5,6,1,,0,0,0,,5,8,50,R,,,14,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,33,58,38,,,64,72,,,8,5,1,,3,4,0,,6,8,39,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,33,49,33,,,57,72,,,10,2,4,,3,4,0,,3,5,44,R,,,12,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,28,49,33,,,44,51,,,6,3,2,,,,0,,4,5,35,R,,,14,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,32,51,34,,,21,51,,,18,10,2,,,,,,2,6,45,R,,,11,
GFSX MOS GUIDANCE,GFSX,KTDZ,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,OV,30,51,34,,,28,,,,11,8,1,,,,,,4,6,37,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,PC,14,,30,,,8,11,,,21,60,0,,0,0,,,2,,31,S,,,8,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,PC,21,48,32,,,2,11,,,9,69,0,,0,0,0,,4,5,43,S,,,8,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,26,48,32,,,35,93,,,20,65,0,,0,4,0,,5,5,35,S,,,7,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,38,47,38,,,93,93,,,22,19,2,,4,4,0,,3,3,45,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,34,47,38,,,87,90,,,2,0,1,,3,3,0,,1,3,40,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,39,54,42,,,13,90,,,0,2,0,,0,3,0,,2,5,49,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,37,54,42,,,71,78,,,1,1,0,,2,4,0,,1,5,44,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,OV,38,49,40,,,74,78,,,1,1,1,,3,4,0,,4,4,45,R,,,10,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,OV,36,49,40,,,41,41,,,3,2,0,,1,1,0,,1,4,43,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,OV,41,60,47,,,5,41,,,1,3,2,,0,1,0,,1,1,54,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,43,60,47,,,36,39,,,3,2,2,,1,1,0,,1,1,50,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,41,63,46,,,15,39,,,2,5,1,,0,1,0,,3,8,56,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,39,63,46,,,44,53,,,4,0,5,,,,0,,3,8,49,R,,,6,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,38,59,47,,,30,53,,,1,8,1,,,,,,5,19,52,R,,,7,
GFSX MOS GUIDANCE,GFSX,KTEB,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,PC,40,59,47,,,29,,,,3,6,1,,,,,,5,19,49,R,,,7,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,CL,20,,25,,,0,2,,,21,53,0,,0,0,,,4,,29,S,,,3,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,27,50,35,,,2,2,,,21,45,0,,0,0,0,,2,2,43,RS,,,9,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,32,50,35,,,51,94,,,31,25,3,,1,4,0,,2,2,40,RS,,,10,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,39,46,38,,,93,94,,,12,0,7,,4,4,0,,4,4,42,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,38,46,38,,,38,42,,,1,0,0,,0,1,0,,1,4,42,R,,,4,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,40,57,44,,,32,42,,,0,1,0,,0,1,0,,4,7,48,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,44,57,44,,,77,80,,,1,2,0,,3,4,0,,2,7,49,R,,,11,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,OV,45,60,40,,,55,80,,,1,2,0,,1,4,0,,8,8,51,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,OV,39,60,40,,,9,12,,,2,3,0,,0,0,0,,2,8,44,R,,,7,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,PC,45,68,44,,,6,12,,,2,0,2,,0,0,0,,1,3,59,R,,,6,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,45,68,44,,,29,55,,,2,1,2,,0,1,0,,3,3,49,R,,,3,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,49,63,44,,,40,55,,,2,4,0,,1,1,0,,9,20,55,R,,,7,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,45,63,44,,,50,63,,,4,0,5,,,,0,,14,20,50,R,,,6,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,43,62,42,,,45,63,,,1,7,0,,,,,,12,18,52,R,,,11,
GFSX MOS GUIDANCE,GFSX,KTHV,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,CL,39,62,42,,,24,,,,2,6,0,,,,,,2,18,45,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,CL,15,,19,,,0,27,,,0,96,1,,0,0,,,3,,21,S,,,5,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,25,44,31,,,19,27,,,3,95,1,,0,0,0,,5,5,39,S,,,9,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,31,44,31,,,92,92,,,13,26,11,,2,2,0,,3,5,35,RS,,,5,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,35,45,31,,,41,92,,,7,5,0,,1,2,0,,1,2,40,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,32,45,31,,,9,30,,,8,0,1,,0,0,0,,1,2,33,R,,,4,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,38,50,37,,,30,30,,,3,0,0,,0,0,0,,1,3,44,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,37,50,37,,,74,74,,,7,3,1,,3,3,0,,1,3,39,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,PC,39,58,41,,,16,74,,,4,3,0,,0,3,0,,1,2,51,R,,,7,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,CL,41,58,41,,,18,32,,,4,7,1,,0,0,0,,2,2,43,R,,,7,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,OV,41,60,32,,,31,32,,,5,6,1,,0,0,0,,5,8,52,R,,,13,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,31,60,32,,,64,72,,,8,6,1,,3,4,0,,5,8,34,R,,,10,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,31,46,31,,,58,72,,,11,2,4,,3,4,0,,3,5,40,R,,,14,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,28,46,31,,,43,49,,,7,3,2,,,,0,,4,5,33,R,,,14,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,30,49,32,,,22,49,,,18,11,1,,,,,,2,6,44,R,,,11,
GFSX MOS GUIDANCE,GFSX,KTOL,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,OV,29,49,32,,,27,,,,11,8,1,,,,,,4,6,35,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,PC,18,,31,,,7,15,,,26,51,0,,0,0,,,3,,32,S,,,9,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,PC,23,43,36,,,7,15,,,21,48,0,,0,0,0,,3,4,40,S,,,9,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,29,43,36,,,33,94,,,30,44,0,,0,4,0,,4,4,39,RS,,,8,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,39,49,41,,,94,94,,,14,5,3,,4,4,0,,3,3,46,R,,,10,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,38,49,41,,,78,83,,,1,0,0,,2,3,0,,1,3,43,R,,,10,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,40,56,43,,,14,83,,,0,2,0,,0,3,0,,2,5,51,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,40,56,43,,,75,80,,,1,1,0,,3,4,0,,1,5,45,R,,,12,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,OV,41,52,42,,,74,80,,,1,0,1,,3,4,0,,3,3,47,R,,,12,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,OV,40,52,42,,,32,32,,,2,2,0,,0,0,0,,1,3,45,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,OV,41,64,45,,,7,32,,,1,1,2,,0,0,0,,1,1,58,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,43,64,45,,,25,41,,,3,0,2,,0,1,0,,1,1,49,R,,,5,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,43,60,47,,,24,41,,,2,3,2,,0,1,0,,3,10,53,R,,,8,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,44,60,47,,,48,57,,,4,0,6,,,,0,,6,10,50,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,42,64,47,,,37,57,,,1,6,1,,,,,,9,21,56,R,,,9,
GFSX MOS GUIDANCE,GFSX,KTTN,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,OV,40,64,47,,,25,,,,2,4,1,,,,,,5,21,49,R,,,7,
GFSX MOS GUIDANCE,GFSX,KTZR,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,CL,20,,24,,,1,33,,,5,93,1,,0,0,,,5,,25,S,,,6,
